customerID,actual_churn_label,predicted_probability,risk_score_0_100,risk_band,predicted_label_threshold_0_50,selected_model_name,dataset_partition,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,tenure_group,monthly_charge_band,total_charge_band,service_count,support_services_count,streaming_services_count,has_fiber_optic,is_month_to_month,uses_electronic_check,is_senior_citizen_flag,top_risk_driver_1,top_risk_driver_2,risk_driver_summary_short
6217-KDYWC,No,0.0234,2,Low,0,Random Forest,train,Male,0,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,1170.55,49+ months,Low,Moderate Lifetime Value,1,0,0,No,No,No,No,No online security,No tech support,No single dominant cue; review full customer profile.
0390-DCFDQ,Yes,0.931,93,Critical,1,Random Forest,test,Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,0-12 months,High,Low Lifetime Value,2,0,0,Yes,Yes,No,Yes,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3146-MSEGF,No,0.0653,7,Low,0,Random Forest,train,Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,49+ months,High,Very High Lifetime Value,9,4,2,No,No,No,Yes,Paperless billing,No secondary cue,Associated with paperless billing.
4080-OGPJL,Yes,0.4883,49,Moderate,0,Random Forest,train,Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,0-12 months,High,Moderate Lifetime Value,6,2,1,No,Yes,Yes,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1095-WGNGG,No,0.2525,25,Low,0,Random Forest,train,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,49+ months,Very High,Very High Lifetime Value,6,1,2,Yes,No,No,No,Fiber optic service,Higher monthly charges,Associated with fiber optic service and higher monthly charges.
2636-SJDOU,No,0.1114,11,Low,0,Random Forest,train,Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,49+ months,High,Very High Lifetime Value,5,2,0,Yes,No,No,No,Fiber optic service,No tech support,Associated with fiber optic service.
1131-QQZEB,No,0.0125,1,Low,0,Random Forest,train,Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1756.2,49+ months,Low,High Lifetime Value,2,0,0,No,No,No,Yes,No online security,No tech support,No single dominant cue; review full customer profile.
5716-EZXZN,No,0.1324,13,Low,0,Random Forest,train,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,49+ months,High,Very High Lifetime Value,7,3,1,Yes,No,No,No,Fiber optic service,Higher monthly charges,Associated with fiber optic service and higher monthly charges.
6837-BJYDQ,No,0.0696,7,Low,0,Random Forest,train,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,61.35,0-12 months,Low,Low Lifetime Value,1,0,0,No,No,No,No,Short tenure,No online security,Associated with short tenure.
2135-RXIHG,Yes,0.8045,80,Critical,1,Random Forest,train,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,0-12 months,Moderate,Low Lifetime Value,2,0,0,No,Yes,Yes,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6440-DKQGE,No,0.1631,16,Low,0,Random Forest,train,Male,0,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,25-48 months,Moderate,High Lifetime Value,5,2,1,No,No,No,No,No online security,No tech support,No single dominant cue; review full customer profile.
3466-BYAVD,No,0.2875,29,Low,0,Random Forest,train,Male,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,13-24 months,Moderate,Moderate Lifetime Value,6,3,1,No,Yes,No,No,Month-to-month contract,No online security,Associated with month-to-month contract.
3780-YVMFA,No,0.4688,47,Moderate,0,Random Forest,test,Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,0-12 months,Moderate,Moderate Lifetime Value,5,1,2,No,Yes,Yes,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3874-EQOEP,Yes,0.8602,86,Critical,1,Random Forest,train,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,655.5,0-12 months,High,Moderate Lifetime Value,5,0,2,Yes,Yes,No,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1679-JRFBR,No,0.295,30,Moderate,0,Random Forest,train,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,49+ months,Very High,Very High Lifetime Value,8,3,2,Yes,No,No,No,Fiber optic service,Higher monthly charges,Associated with fiber optic service and higher monthly charges.
9073-ZZIAY,No,0.0361,4,Low,0,Random Forest,test,Male,0,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5215.25,49+ months,High,Very High Lifetime Value,8,4,2,No,No,Yes,No,Electronic check payment,No secondary cue,Associated with electronic check payment.
3077-RSNTJ,No,0.281,28,Low,0,Random Forest,test,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,113.5,0-12 months,Low,Low Lifetime Value,1,0,0,No,Yes,No,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6551-GNYDG,No,0.788,79,High,1,Random Forest,train,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,13-24 months,High,Moderate Lifetime Value,3,0,1,Yes,Yes,No,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
9167-APMXZ,No,0.641,64,High,1,Random Forest,test,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,13-24 months,High,High Lifetime Value,4,0,1,Yes,Yes,No,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
2749-CTKAJ,No,0.0475,5,Low,0,Random Forest,train,Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,419.9,13-24 months,Low,Low Lifetime Value,1,0,0,No,No,No,No,No online security,No tech support,No single dominant cue; review full customer profile.
6371-NZYEG,No,0.055,6,Low,0,Random Forest,train,Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024.0,13-24 months,Moderate,Moderate Lifetime Value,5,2,1,No,No,No,No,No tech support,No secondary cue,No single dominant cue; review full customer profile.
7554-NEWDD,No,0.0404,4,Low,0,Random Forest,train,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,251.6,0-12 months,Low,Low Lifetime Value,2,0,0,No,No,No,No,Short tenure,No online security,Associated with short tenure.
8992-VONJD,No,0.4014,40,Moderate,0,Random Forest,train,Female,0,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,764.55,13-24 months,Moderate,Moderate Lifetime Value,4,2,0,No,Yes,Yes,No,Month-to-month contract,Electronic check payment,Associated with month-to-month contract and electronic check payment.
0867-MKZVY,Yes,0.6599,66,High,1,Random Forest,train,Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,13-24 months,High,High Lifetime Value,4,1,0,Yes,Yes,Yes,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
4482-EWFMI,No,0.7762,78,High,1,Random Forest,train,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2,0-12 months,Moderate,Low Lifetime Value,2,0,0,Yes,Yes,Yes,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4648-YPBTM,No,0.0354,4,Low,0,Random Forest,test,Male,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,49+ months,High,Very High Lifetime Value,7,3,1,No,No,No,No,No online security,Paperless billing,Associated with paperless billing.
2907-ILJBN,No,0.0582,6,Low,0,Random Forest,test,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,0-12 months,Low,Low Lifetime Value,1,0,0,No,No,No,No,Short tenure,No online security,Associated with short tenure.
6345-FZOQH,No,0.0092,1,Low,0,Random Forest,test,Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1363.45,49+ months,Low,Moderate Lifetime Value,1,0,0,No,No,No,No,No online security,No tech support,No single dominant cue; review full customer profile.
3376-BMGFE,Yes,0.7974,80,Critical,1,Random Forest,train,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,0-12 months,High,Low Lifetime Value,2,0,0,Yes,Yes,No,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5997-OPVFA,No,0.0166,2,Low,0,Random Forest,train,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,49+ months,High,Very High Lifetime Value,9,4,2,No,No,No,No,Paperless billing,No dependents,Associated with paperless billing.
3445-HXXGF,Yes,0.509,51,Moderate,1,Random Forest,train,Male,1,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,49+ months,Moderate,High Lifetime Value,4,2,1,No,Yes,Yes,Yes,Month-to-month contract,Electronic check payment,Associated with month-to-month contract and electronic check payment.
1159-WFSGR,No,0.2511,25,Low,0,Random Forest,train,Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,321.4,13-24 months,Low,Low Lifetime Value,1,0,0,No,Yes,Yes,No,Month-to-month contract,Electronic check payment,Associated with month-to-month contract and electronic check payment.
7654-YWJUF,No,0.1136,11,Low,0,Random Forest,test,Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,25-48 months,High,Very High Lifetime Value,5,3,0,Yes,No,No,No,Fiber optic service,Paperless billing,Associated with fiber optic service and paperless billing.
1875-QIVME,Yes,0.8791,88,Critical,1,Random Forest,train,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,0-12 months,Very High,Low Lifetime Value,7,2,2,Yes,Yes,Yes,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6727-IOTLZ,No,0.0751,8,Low,0,Random Forest,train,Male,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1181.75,13-24 months,High,Moderate Lifetime Value,7,3,2,No,No,No,No,No online security,No dependents,No single dominant cue; review full customer profile.
0691-JVSYA,Yes,0.3944,39,Moderate,0,Random Forest,train,Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,49+ months,High,Very High Lifetime Value,5,1,2,Yes,No,No,No,Fiber optic service,Higher monthly charges,Associated with fiber optic service and higher monthly charges.
5918-VUKWP,No,0.0476,5,Low,0,Random Forest,train,Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,25-48 months,Low,Moderate Lifetime Value,1,0,0,No,No,No,No,No online security,No tech support,No single dominant cue; review full customer profile.
1744-JHKYS,No,0.1956,20,Low,0,Random Forest,test,Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,780.2,25-48 months,Low,Moderate Lifetime Value,2,0,0,No,Yes,Yes,No,Month-to-month contract,Electronic check payment,Associated with month-to-month contract and electronic check payment.
2656-FMOKZ,Yes,0.7672,77,High,1,Random Forest,train,Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,13-24 months,High,Moderate Lifetime Value,3,0,0,Yes,Yes,No,Yes,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
2070-FNEXE,Yes,0.6897,69,High,1,Random Forest,test,Female,1,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,0-12 months,High,Moderate Lifetime Value,3,1,0,Yes,Yes,No,Yes,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5947-SGKCL,No,0.7608,76,High,1,Random Forest,train,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,13-24 months,Very High,High Lifetime Value,7,2,2,Yes,Yes,No,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
3712-PKXZA,No,0.0466,5,Low,0,Random Forest,train,Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1252.0,49+ months,Low,Moderate Lifetime Value,1,0,0,No,No,No,No,No online security,No tech support,No single dominant cue; review full customer profile.
6317-YPKDH,Yes,0.7641,76,High,1,Random Forest,test,Female,0,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,0-12 months,Low,Low Lifetime Value,2,1,0,No,Yes,No,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6582-OIVSP,No,0.7612,76,High,1,Random Forest,train,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,45.3,0-12 months,Moderate,Low Lifetime Value,2,0,0,No,Yes,No,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9367-WXLCH,Yes,0.8423,84,Critical,1,Random Forest,train,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.65,0-12 months,High,Moderate Lifetime Value,4,0,1,Yes,Yes,No,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5524-KHNJP,No,0.2263,23,Low,0,Random Forest,test,Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,25-48 months,High,High Lifetime Value,6,2,2,No,No,No,No,No tech support,No secondary cue,No single dominant cue; review full customer profile.
1918-ZBFQJ,Yes,0.8056,81,Critical,1,Random Forest,train,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,13-24 months,High,Moderate Lifetime Value,4,2,0,Yes,Yes,Yes,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
1024-GUALD,Yes,0.8125,81,Critical,1,Random Forest,test,Female,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,0-12 months,Low,Low Lifetime Value,1,0,0,No,Yes,Yes,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4827-USJHP,No,0.322,32,Moderate,0,Random Forest,train,Male,0,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,1023.85,13-24 months,Moderate,Moderate Lifetime Value,3,1,0,No,Yes,No,No,Month-to-month contract,No online security,Associated with month-to-month contract.
8167-GJLRN,No,0.6463,65,High,1,Random Forest,train,Male,0,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,82.15,0-12 months,Low,Low Lifetime Value,2,1,0,No,Yes,Yes,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0956-SYCWG,No,0.0779,8,Low,0,Random Forest,train,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.65,244.8,13-24 months,Low,Low Lifetime Value,1,0,0,No,No,Yes,No,Electronic check payment,No online security,Associated with electronic check payment.
8017-UVSZU,No,0.2807,28,Low,0,Random Forest,train,Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.6,2379.1,25-48 months,Moderate,High Lifetime Value,4,1,0,No,Yes,No,No,Month-to-month contract,No online security,Associated with month-to-month contract.
7100-FQPRV,No,0.2118,21,Low,0,Random Forest,train,Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,3173.35,25-48 months,High,Very High Lifetime Value,6,2,1,No,No,No,No,Paperless billing,No secondary cue,Associated with paperless billing.
2472-OVKUP,Yes,0.8506,85,Critical,1,Random Forest,train,Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,531.0,0-12 months,High,Moderate Lifetime Value,5,2,1,Yes,Yes,Yes,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2984-RGEYA,No,0.0129,1,Low,0,Random Forest,test,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1375.4,49+ months,Low,Moderate Lifetime Value,1,0,0,No,No,No,No,No online security,No tech support,No single dominant cue; review full customer profile.
9680-NIAUV,No,0.0256,3,Low,0,Random Forest,train,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.7,8129.3,49+ months,Very High,Very High Lifetime Value,8,3,2,Yes,No,No,No,Fiber optic service,Higher monthly charges,Associated with fiber optic service and higher monthly charges.
2146-EGVDT,No,0.0277,3,Low,0,Random Forest,train,Male,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1192.7,49+ months,Low,Moderate Lifetime Value,1,0,0,No,No,No,No,No online security,No tech support,No single dominant cue; review full customer profile.
2604-IJPDU,No,0.6468,65,High,1,Random Forest,test,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,13-24 months,High,High Lifetime Value,6,3,1,Yes,Yes,Yes,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
9178-JHUVJ,No,0.0402,4,Low,0,Random Forest,train,Male,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,587.4,13-24 months,Low,Moderate Lifetime Value,2,0,0,No,No,No,No,No online security,No tech support,No single dominant cue; review full customer profile.
6168-YBYNP,No,0.523,52,Moderate,1,Random Forest,train,Male,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,6519.75,49+ months,Very High,Very High Lifetime Value,8,3,2,Yes,Yes,Yes,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
7255-SSFBC,No,0.11,11,Low,0,Random Forest,train,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,8041.65,49+ months,Very High,Very High Lifetime Value,8,3,2,Yes,No,No,No,Fiber optic service,Higher monthly charges,Associated with fiber optic service and higher monthly charges.
3645-DEYGF,No,0.5731,57,Moderate,1,Random Forest,train,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,20.75,0-12 months,Low,Low Lifetime Value,1,0,0,No,Yes,No,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9323-HGFWY,No,0.3875,39,Moderate,0,Random Forest,train,Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9,2681.15,25-48 months,Very High,High Lifetime Value,6,2,2,Yes,No,No,No,Fiber optic service,Higher monthly charges,Associated with fiber optic service and higher monthly charges.
8544-GOQSH,No,0.7213,72,High,1,Random Forest,train,Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,13-24 months,High,Moderate Lifetime Value,4,2,0,Yes,Yes,No,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
3363-DTIVD,No,0.1736,17,Low,0,Random Forest,train,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,7405.5,49+ months,Very High,Very High Lifetime Value,7,2,2,Yes,No,Yes,No,Fiber optic service,Electronic check payment,Associated with fiber optic service and electronic check payment.
7018-WBJNK,No,0.7762,78,High,1,Random Forest,test,Male,0,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,13-24 months,High,Moderate Lifetime Value,3,0,1,Yes,Yes,No,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
9142-KZXOP,No,0.5113,51,Moderate,1,Random Forest,train,Male,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.85,2958.95,25-48 months,Moderate,High Lifetime Value,2,0,0,Yes,Yes,No,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
7674-YTAFD,No,0.1984,20,Low,0,Random Forest,train,Female,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.95,2684.85,25-48 months,High,High Lifetime Value,4,2,0,Yes,No,No,No,Fiber optic service,No online security,Associated with fiber optic service.
6348-SNFUS,No,0.0187,2,Low,0,Random Forest,train,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.45,4179.2,49+ months,Moderate,Very High Lifetime Value,6,4,1,No,No,No,No,Paperless billing,No secondary cue,Associated with paperless billing.
1285-OKIPP,Yes,0.9476,95,Critical,1,Random Forest,train,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9,79.9,0-12 months,High,Low Lifetime Value,3,0,1,Yes,Yes,Yes,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7825-ECJRF,Yes,0.7152,72,High,1,Random Forest,train,Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,1934.45,13-24 months,Very High,High Lifetime Value,7,3,2,Yes,Yes,Yes,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
1347-KTTTA,No,0.3875,39,Moderate,0,Random Forest,train,Male,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.45,6654.1,49+ months,Very High,Very High Lifetime Value,7,3,2,Yes,No,No,No,Fiber optic service,Higher monthly charges,Associated with fiber optic service and higher monthly charges.
7841-TZDMQ,Yes,0.772,77,High,1,Random Forest,train,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.0,84.5,0-12 months,Moderate,Low Lifetime Value,2,0,0,No,Yes,No,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4195-NZGTA,No,0.7886,79,High,1,Random Forest,train,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,0-12 months,Low,Low Lifetime Value,1,0,0,No,Yes,Yes,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7157-SMCFK,No,0.0185,2,Low,0,Random Forest,test,Male,0,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,1124.2,49+ months,Low,Moderate Lifetime Value,1,0,0,No,No,No,No,No online security,No tech support,No single dominant cue; review full customer profile.
4709-LKHYG,No,0.0707,7,Low,0,Random Forest,test,Female,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.0,540.05,25-48 months,Low,Moderate Lifetime Value,1,0,0,No,No,Yes,No,Electronic check payment,No online security,Associated with electronic check payment.
2504-DSHIH,No,0.7065,71,High,1,Random Forest,train,Male,1,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.8,1975.85,13-24 months,High,High Lifetime Value,4,0,1,Yes,Yes,Yes,Yes,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
0699-NDKJM,No,0.3466,35,Moderate,0,Random Forest,train,Female,0,Yes,No,57,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,49+ months,Moderate,Very High Lifetime Value,6,3,2,No,Yes,No,No,Month-to-month contract,No tech support,Associated with month-to-month contract.
9286-BHDQG,No,0.0308,3,Low,0,Random Forest,test,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.25,3139.8,49+ months,Moderate,Very High Lifetime Value,5,4,0,No,No,No,No,No prominent cue,No secondary cue,No single dominant cue; review full customer profile.
0230-WEQUW,No,0.0229,2,Low,0,Random Forest,train,Male,0,Yes,No,66,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.6,3789.2,49+ months,Moderate,Very High Lifetime Value,6,4,1,No,No,No,No,Paperless billing,No dependents,Associated with paperless billing.
2040-LDIWQ,No,0.0355,4,Low,0,Random Forest,train,Male,0,Yes,Yes,65,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,5324.5,49+ months,High,Very High Lifetime Value,8,3,2,No,No,No,No,No online security,Paperless billing,Associated with paperless billing.
